Wert,Jahr,Grossregion,Ausbildung,Berufliche Stellung,Geschlecht,Zentralwert und Quartilbereich
10786,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Mann,Int. 75%
7520,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Frau,Median
6071,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Frau,Int. 25%
9054,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 3,Frau,Int. 75%
7582,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Geschlecht - Total,Median
6440,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Geschlecht - Total,Int. 25%
9275,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Geschlecht - Total,Int. 75%
7860,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Mann,Median
6598,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Mann,Int. 25%
9557,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Mann,Int. 75%
7013,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Frau,Median
6030,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Frau,Int. 25%
8400,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Stellung 4,Frau,Int. 75%
7235,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Geschlecht - Total,Median
5561,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
9168,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
7914,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Mann,Median
6271,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Mann,Int. 25%
9942,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Mann,Int. 75%
6067,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Frau,Median
4244,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Frau,Int. 25%
7524,2006,Zürich (ZH),"Höhere Berufsausbildung, Fachschule",Ohne Kaderfunktion,Frau,Int. 75%
6892,2006,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Geschlecht - Total,Median
5073,2006,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
8735,2006,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
7813,2006,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Mann,Median
5852,2006,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Mann,Int. 25%
9756,2006,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Mann,Int. 75%
6184,2006,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Frau,Median
4617,2006,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Frau,Int. 25%
7869,2006,Zürich (ZH),Lehrerpatent,Berufliche Stellung - Total,Frau,Int. 75%
7636,2006,Zürich (ZH),Lehrerpatent,Stellung 1+2,Geschlecht - Total,Median
5640,2006,Zürich (ZH),Lehrerpatent,Stellung 1+2,Geschlecht - Total,Int. 25%
11250,2006,Zürich (ZH),Lehrerpatent,Stellung 1+2,Geschlecht - Total,Int. 75%
9009,2006,Zürich (ZH),Lehrerpatent,Stellung 1+2,Mann,Median
7095,2006,Zürich (ZH),Lehrerpatent,Stellung 1+2,Mann,Int. 25%
13135,2006,Zürich (ZH),Lehrerpatent,Stellung 1+2,Mann,Int. 75%
6532,2006,Zürich (ZH),Lehrerpatent,Stellung 1+2,Frau,Median
5482,2006,Zürich (ZH),Lehrerpatent,Stellung 1+2,Frau,Int. 25%
8323,2006,Zürich (ZH),Lehrerpatent,Stellung 1+2,Frau,Int. 75%
7158,2006,Zürich (ZH),Lehrerpatent,Stellung 3,Geschlecht - Total,Median
5031,2006,Zürich (ZH),Lehrerpatent,Stellung 3,Geschlecht - Total,Int. 25%
9033,2006,Zürich (ZH),Lehrerpatent,Stellung 3,Geschlecht - Total,Int. 75%
8877,2006,Zürich (ZH),Lehrerpatent,Stellung 3,Mann,Median
7158,2006,Zürich (ZH),Lehrerpatent,Stellung 3,Mann,Int. 25%
10657,2006,Zürich (ZH),Lehrerpatent,Stellung 3,Mann,Int. 75%
5853,2006,Zürich (ZH),Lehrerpatent,Stellung 3,Frau,Median
4321,2006,Zürich (ZH),Lehrerpatent,Stellung 3,Frau,Int. 25%
8096,2006,Zürich (ZH),Lehrerpatent,Stellung 3,Frau,Int. 75%
7238,2006,Zürich (ZH),Lehrerpatent,Stellung 4,Geschlecht - Total,Median
6180,2006,Zürich (ZH),Lehrerpatent,Stellung 4,Geschlecht - Total,Int. 25%
8531,2006,Zürich (ZH),Lehrerpatent,Stellung 4,Geschlecht - Total,Int. 75%
"""......""",2006,Zürich (ZH),Lehrerpatent,Stellung 4,Mann,Median
"""......""",2006,Zürich (ZH),Lehrerpatent,Stellung 4,Mann,Int. 25%
"""......""",2006,Zürich (ZH),Lehrerpatent,Stellung 4,Mann,Int. 75%
7222,2006,Zürich (ZH),Lehrerpatent,Stellung 4,Frau,Median
5355,2006,Zürich (ZH),Lehrerpatent,Stellung 4,Frau,Int. 25%
8315,2006,Zürich (ZH),Lehrerpatent,Stellung 4,Frau,Int. 75%
6512,2006,Zürich (ZH),Lehrerpatent,Ohne Kaderfunktion,Geschlecht - Total,Median
4759,2006,Zürich (ZH),Lehrerpatent,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
8250,2006,Zürich (ZH),Lehrerpatent,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
7333,2006,Zürich (ZH),Lehrerpatent,Ohne Kaderfunktion,Mann,Median
5275,2006,Zürich (ZH),Lehrerpatent,Ohne Kaderfunktion,Mann,Int. 25%
9063,2006,Zürich (ZH),Lehrerpatent,Ohne Kaderfunktion,Mann,Int. 75%
6180,2006,Zürich (ZH),Lehrerpatent,Ohne Kaderfunktion,Frau,Median
4467,2006,Zürich (ZH),Lehrerpatent,Ohne Kaderfunktion,Frau,Int. 25%
7738,2006,Zürich (ZH),Lehrerpatent,Ohne Kaderfunktion,Frau,Int. 75%
7356,2006,Zürich (ZH),Matura,Berufliche Stellung - Total,Geschlecht - Total,Median
5341,2006,Zürich (ZH),Matura,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
10168,2006,Zürich (ZH),Matura,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
8441,2006,Zürich (ZH),Matura,Berufliche Stellung - Total,Mann,Median
5936,2006,Zürich (ZH),Matura,Berufliche Stellung - Total,Mann,Int. 25%
11388,2006,Zürich (ZH),Matura,Berufliche Stellung - Total,Mann,Int. 75%
6385,2006,Zürich (ZH),Matura,Berufliche Stellung - Total,Frau,Median
4865,2006,Zürich (ZH),Matura,Berufliche Stellung - Total,Frau,Int. 25%
8117,2006,Zürich (ZH),Matura,Berufliche Stellung - Total,Frau,Int. 75%
12786,2006,Zürich (ZH),Matura,Stellung 1+2,Geschlecht - Total,Median
8286,2006,Zürich (ZH),Matura,Stellung 1+2,Geschlecht - Total,Int. 25%
17857,2006,Zürich (ZH),Matura,Stellung 1+2,Geschlecht - Total,Int. 75%
14181,2006,Zürich (ZH),Matura,Stellung 1+2,Mann,Median
9523,2006,Zürich (ZH),Matura,Stellung 1+2,Mann,Int. 25%
19571,2006,Zürich (ZH),Matura,Stellung 1+2,Mann,Int. 75%
8770,2006,Zürich (ZH),Matura,Stellung 1+2,Frau,Median
6190,2006,Zürich (ZH),Matura,Stellung 1+2,Frau,Int. 25%
12706,2006,Zürich (ZH),Matura,Stellung 1+2,Frau,Int. 75%
9825,2006,Zürich (ZH),Matura,Stellung 3,Geschlecht - Total,Median
7990,2006,Zürich (ZH),Matura,Stellung 3,Geschlecht - Total,Int. 25%
11680,2006,Zürich (ZH),Matura,Stellung 3,Geschlecht - Total,Int. 75%
10396,2006,Zürich (ZH),Matura,Stellung 3,Mann,Median
8619,2006,Zürich (ZH),Matura,Stellung 3,Mann,Int. 25%
12216,2006,Zürich (ZH),Matura,Stellung 3,Mann,Int. 75%
8730,2006,Zürich (ZH),Matura,Stellung 3,Frau,Median
7048,2006,Zürich (ZH),Matura,Stellung 3,Frau,Int. 25%
10495,2006,Zürich (ZH),Matura,Stellung 3,Frau,Int. 75%
6431,2006,Zürich (ZH),Matura,Stellung 4,Geschlecht - Total,Median
4904,2006,Zürich (ZH),Matura,Stellung 4,Geschlecht - Total,Int. 25%
8506,2006,Zürich (ZH),Matura,Stellung 4,Geschlecht - Total,Int. 75%
7118,2006,Zürich (ZH),Matura,Stellung 4,Mann,Median
5223,2006,Zürich (ZH),Matura,Stellung 4,Mann,Int. 25%
9197,2006,Zürich (ZH),Matura,Stellung 4,Mann,Int. 75%
5972,2006,Zürich (ZH),Matura,Stellung 4,Frau,Median
4650,2006,Zürich (ZH),Matura,Stellung 4,Frau,Int. 25%
7899,2006,Zürich (ZH),Matura,Stellung 4,Frau,Int. 75%
6429,2006,Zürich (ZH),Matura,Ohne Kaderfunktion,Geschlecht - Total,Median
4853,2006,Zürich (ZH),Matura,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
8255,2006,Zürich (ZH),Matura,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
6992,2006,Zürich (ZH),Matura,Ohne Kaderfunktion,Mann,Median
5171,2006,Zürich (ZH),Matura,Ohne Kaderfunktion,Mann,Int. 25%
9326,2006,Zürich (ZH),Matura,Ohne Kaderfunktion,Mann,Int. 75%
6022,2006,Zürich (ZH),Matura,Ohne Kaderfunktion,Frau,Median
4647,2006,Zürich (ZH),Matura,Ohne Kaderfunktion,Frau,Int. 25%
7381,2006,Zürich (ZH),Matura,Ohne Kaderfunktion,Frau,Int. 75%
5815,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Median
4687,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
7188,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
6190,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Median
5100,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 25%
7692,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 75%
5237,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Median
4239,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 25%
6495,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 75%
8177,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Median
6335,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 25%
11459,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 75%
8713,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Median
6787,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 25%
12500,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 75%
6664,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Median
5333,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 25%
8558,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 75%
7096,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Median
5490,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 25%
9127,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 75%
7638,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 3,Mann,Median
6006,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 25%
9692,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 75%
6046,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 3,Frau,Median
4767,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 25%
7819,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 75%
6201,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Median
5064,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 25%
7415,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 75%
6549,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 4,Mann,Median
5579,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 25%
7686,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 75%
5545,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 4,Frau,Median
4478,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 25%
6804,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 75%
5520,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
4500,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
6642,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5818,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Median
4875,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 25%
6951,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 75%
5056,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Median
4160,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 25%
6212,2006,Zürich (ZH),Abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 75%
5191,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Geschlecht - Total,Median
4196,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
6287,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
5525,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Mann,Median
4723,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Mann,Int. 25%
6646,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Mann,Int. 75%
4332,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Frau,Median
3805,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Frau,Int. 25%
5577,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Berufliche Stellung - Total,Frau,Int. 75%
8770,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 1+2,Geschlecht - Total,Median
6222,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 1+2,Geschlecht - Total,Int. 25%
12208,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 1+2,Geschlecht - Total,Int. 75%
9641,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 1+2,Mann,Median
6130,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 1+2,Mann,Int. 25%
13253,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 1+2,Mann,Int. 75%
"""......""",2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 1+2,Frau,Median
"""......""",2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 1+2,Frau,Int. 25%
"""......""",2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 1+2,Frau,Int. 75%
7514,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 3,Geschlecht - Total,Median
5600,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 3,Geschlecht - Total,Int. 25%
8811,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 3,Geschlecht - Total,Int. 75%
7704,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 3,Mann,Median
5868,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 3,Mann,Int. 25%
9050,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 3,Mann,Int. 75%
7092,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 3,Frau,Median
4492,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 3,Frau,Int. 25%
8588,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 3,Frau,Int. 75%
5962,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 4,Geschlecht - Total,Median
5304,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 4,Geschlecht - Total,Int. 25%
6520,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 4,Geschlecht - Total,Int. 75%
6113,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 4,Mann,Median
5534,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 4,Mann,Int. 25%
7082,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 4,Mann,Int. 75%
5816,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 4,Frau,Median
5197,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 4,Frau,Int. 25%
6282,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Stellung 4,Frau,Int. 75%
4996,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
4086,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
5999,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
5369,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Mann,Median
4620,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Mann,Int. 25%
6339,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Mann,Int. 75%
4133,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Frau,Median
3748,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Frau,Int. 25%
5038,2006,Zürich (ZH),Unternehmensinterne Ausbildung,Ohne Kaderfunktion,Frau,Int. 75%
4466,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Median
3861,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
5347,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
4952,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Median
4221,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 25%
5703,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Mann,Int. 75%
4110,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Median
3700,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 25%
4667,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Berufliche Stellung - Total,Frau,Int. 75%
6840,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Median
5056,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 25%
10079,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Geschlecht - Total,Int. 75%
7358,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Median
5732,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 25%
12212,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Mann,Int. 75%
"""......""",2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Median
"""......""",2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 25%
"""......""",2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 1+2,Frau,Int. 75%
5829,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Median
4539,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 25%
7800,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 3,Geschlecht - Total,Int. 75%
6037,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Median
5190,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 25%
8160,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 3,Mann,Int. 75%
4623,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Median
3854,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 25%
7096,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 3,Frau,Int. 75%
5257,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Median
4384,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 25%
6184,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 4,Geschlecht - Total,Int. 75%
5526,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Median
4712,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 25%
6370,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 4,Mann,Int. 75%
4743,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Median
4148,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 25%
5587,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Stellung 4,Frau,Int. 75%
4415,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Median
3840,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 25%
5253,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Geschlecht - Total,Int. 75%
4885,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Median
4175,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 25%
5600,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Mann,Int. 75%
4086,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Median
3698,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 25%
4606,2006,Zürich (ZH),Ohne abgeschlossene Berufsausbildung,Ohne Kaderfunktion,Frau,Int. 75%
4909,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Median
3925,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 25%
6250,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Geschlecht - Total,Int. 75%
5207,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Median
4216,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 25%
6440,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Mann,Int. 75%
4361,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Median
3702,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 25%
5702,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Berufliche Stellung - Total,Frau,Int. 75%
11508,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Median
6503,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 25%
15872,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Stellung 1+2,Geschlecht - Total,Int. 75%
11904,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Median
7905,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 25%
16599,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Stellung 1+2,Mann,Int. 75%
7579,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Median
4762,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 25%
13443,2006,Zürich (ZH),Andere Ausbildungsabschlüsse,Stellung 1+2,Frau,Int. 75%
