Wert,Jahr,Grossregion,Tätigkeit,Anforderungsniveau des Arbeitsplatzes,Geschlecht
5200,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Niveau 3,Geschlecht - Total
5210,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Niveau 3,Mann
4333,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Niveau 3,Frau
4830,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Niveau 4,Geschlecht - Total
4836,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Niveau 4,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Tätigkeiten im Baugewerbe,Niveau 4,Frau
5489,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Anforderungsniveau - Total,Geschlecht - Total
5602,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Anforderungsniveau - Total,Mann
4073,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Anforderungsniveau - Total,Frau
6175,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Niveau 1+2,Geschlecht - Total
6190,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Niveau 1+2,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Niveau 1+2,Frau
5499,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Niveau 3,Geschlecht - Total
5549,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Niveau 3,Mann
4458,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Niveau 3,Frau
4725,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Niveau 4,Geschlecht - Total
4959,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Niveau 4,Mann
3897,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Maschinen einrichten, bedienen, unterhalten",Niveau 4,Frau
5098,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Anforderungsniveau - Total,Geschlecht - Total
5046,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Anforderungsniveau - Total,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Anforderungsniveau - Total,Frau
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Niveau 1+2,Geschlecht - Total
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Niveau 1+2,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Niveau 1+2,Frau
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Niveau 3,Geschlecht - Total
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Niveau 3,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Niveau 3,Frau
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Niveau 4,Geschlecht - Total
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Niveau 4,Mann
"""....""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Restaurieren, Kunsthandwerk",Niveau 4,Frau
5442,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Anforderungsniveau - Total,Geschlecht - Total
6339,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Anforderungsniveau - Total,Mann
4615,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Anforderungsniveau - Total,Frau
7056,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Niveau 1+2,Geschlecht - Total
7841,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Niveau 1+2,Mann
5603,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Niveau 1+2,Frau
4968,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Niveau 3,Geschlecht - Total
5532,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Niveau 3,Mann
4540,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Niveau 3,Frau
4127,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Niveau 4,Geschlecht - Total
4485,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Niveau 4,Mann
3936,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",DIENSTLEISTUNGEN,Niveau 4,Frau
9467,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Anforderungsniveau - Total,Geschlecht - Total
9708,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Anforderungsniveau - Total,Mann
7459,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Anforderungsniveau - Total,Frau
9640,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Niveau 1+2,Geschlecht - Total
9848,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Niveau 1+2,Mann
7619,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Niveau 1+2,Frau
6451,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Niveau 3,Geschlecht - Total
6667,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Niveau 3,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Niveau 3,Frau
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Geschlecht - Total
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Ziel- und Strategiedefinition von Unternehmen,Niveau 4,Frau
6319,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Anforderungsniveau - Total,Geschlecht - Total
7981,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Anforderungsniveau - Total,Mann
5639,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Anforderungsniveau - Total,Frau
6912,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Niveau 1+2,Geschlecht - Total
8657,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Niveau 1+2,Mann
6027,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Niveau 1+2,Frau
5460,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Niveau 3,Geschlecht - Total
6324,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Niveau 3,Mann
5248,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Niveau 3,Frau
4718,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Niveau 4,Geschlecht - Total
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Niveau 4,Mann
4333,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Rechnungs- und Personalwesen,Niveau 4,Frau
5267,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Geschlecht - Total
6147,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Mann
5139,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Anforderungsniveau - Total,Frau
5725,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Geschlecht - Total
7216,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Mann
5416,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Niveau 1+2,Frau
5224,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Geschlecht - Total
5797,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Mann
5147,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Niveau 3,Frau
4510,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Geschlecht - Total
5017,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Mann
4492,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Sekretariats- und Kanzleiarbeiten,Niveau 4,Frau
5427,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Geschlecht - Total
6630,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Mann
4915,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Anforderungsniveau - Total,Frau
6449,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Geschlecht - Total
7673,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Mann
5288,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 1+2,Frau
5110,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Geschlecht - Total
5923,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Mann
4845,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 3,Frau
4706,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Geschlecht - Total
4721,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Mann
4706,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Andere kaufmännisch-administrative Tätigkeiten,Niveau 4,Frau
6277,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Geschlecht - Total
6534,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Mann
5242,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Anforderungsniveau - Total,Frau
7583,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Niveau 1+2,Geschlecht - Total
7812,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Niveau 1+2,Mann
6104,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Niveau 1+2,Frau
5651,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Niveau 3,Geschlecht - Total
5712,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Niveau 3,Mann
5350,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Niveau 3,Frau
4746,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Niveau 4,Geschlecht - Total
4999,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Niveau 4,Mann
4050,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Logistik, Stabsaufgaben",Niveau 4,Frau
7373,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Geschlecht - Total
8130,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Mann
5806,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Anforderungsniveau - Total,Frau
8040,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Niveau 1+2,Geschlecht - Total
8483,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Niveau 1+2,Mann
6613,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Niveau 1+2,Frau
5800,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Niveau 3,Geschlecht - Total
6809,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Niveau 3,Mann
5200,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Niveau 3,Frau
6206,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Niveau 4,Geschlecht - Total
6383,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Niveau 4,Mann
5655,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Begutachten, beraten, beurkunden",Niveau 4,Frau
7188,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Geschlecht - Total
7630,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Mann
5194,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Anforderungsniveau - Total,Frau
8150,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Geschlecht - Total
8353,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Mann
6083,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 1+2,Frau
6102,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Geschlecht - Total
6581,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Mann
4875,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 3,Frau
4250,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Geschlecht - Total
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",(Ver-)Kauf von Grundstoffen und Investitionsgütern,Niveau 4,Frau
4464,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Geschlecht - Total
5743,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Mann
4097,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Anforderungsniveau - Total,Frau
5566,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Geschlecht - Total
6782,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Mann
4258,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 1+2,Frau
4351,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Geschlecht - Total
5417,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Mann
4108,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 3,Frau
4000,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Geschlecht - Total
4392,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Mann
3869,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Verkauf v. Konsumgütern u. Dienstleistungen im Detailhandel,Niveau 4,Frau
7616,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Anforderungsniveau - Total,Geschlecht - Total
7870,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Anforderungsniveau - Total,Mann
6057,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Anforderungsniveau - Total,Frau
8113,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Niveau 1+2,Geschlecht - Total
8193,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Niveau 1+2,Mann
6872,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Niveau 1+2,Frau
6294,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Niveau 3,Geschlecht - Total
6546,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Niveau 3,Mann
5493,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Niveau 3,Frau
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Niveau 4,Geschlecht - Total
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Niveau 4,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)",Forschung und Entwicklung,Niveau 4,Frau
7429,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Geschlecht - Total
7609,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Mann
5426,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Anforderungsniveau - Total,Frau
7942,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Niveau 1+2,Geschlecht - Total
7978,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Niveau 1+2,Mann
6667,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Niveau 1+2,Frau
6583,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Niveau 3,Geschlecht - Total
6813,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Niveau 3,Mann
5602,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Niveau 3,Frau
4970,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Niveau 4,Geschlecht - Total
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Niveau 4,Mann
4924,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Analysieren, programmieren, Operating",Niveau 4,Frau
6661,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Geschlecht - Total
6841,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Mann
5255,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Anforderungsniveau - Total,Frau
7150,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Geschlecht - Total
7268,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Mann
5778,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Niveau 1+2,Frau
5911,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Niveau 3,Geschlecht - Total
6134,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Niveau 3,Mann
4972,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Niveau 3,Frau
4639,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Niveau 4,Geschlecht - Total
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Niveau 4,Mann
"""......""",2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Planen, konstruieren, zeichnen, gestalten",Niveau 4,Frau
5055,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Geschlecht - Total
5130,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Mann
4517,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Anforderungsniveau - Total,Frau
6000,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Niveau 1+2,Geschlecht - Total
6066,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Niveau 1+2,Mann
4933,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Niveau 1+2,Frau
5107,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Niveau 3,Geschlecht - Total
5159,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Niveau 3,Mann
4496,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Niveau 3,Frau
4829,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Niveau 4,Geschlecht - Total
4912,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Niveau 4,Mann
4498,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Transport von Personen, Waren und Nachrichten",Niveau 4,Frau
6210,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Sichern, bewachen",Anforderungsniveau - Total,Geschlecht - Total
6222,2006,"Ostschweiz (GL, SH, AR, AI, SG, GR, TG)","Sichern, bewachen",Anforderungsniveau - Total,Mann
