Wert,Jahr,Grossregion,Staatsangehörigkeit / Anwesenheitsbewilligung,Anforderungsniveau des Arbeitsplatzes,Geschlecht,Zentralwert und Quartilbereich
7379,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
6165,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Median
5046,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
8043,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
4913,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Median
4039,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
6195,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
7137,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Median
5657,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
9208,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
7551,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Median
5989,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 25%
9646,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Mann,Int. 75%
6074,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Median
4809,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 25%
7594,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 1+2,Frau,Int. 75%
5316,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Median
4452,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
6310,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
5528,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Mann,Median
4750,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Mann,Int. 25%
6511,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Mann,Int. 75%
4875,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Frau,Median
4078,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Frau,Int. 25%
5935,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 3,Frau,Int. 75%
4412,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Median
3849,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
5182,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
4905,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Mann,Median
4230,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Mann,Int. 25%
5469,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Mann,Int. 75%
4091,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Frau,Median
3716,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Frau,Int. 25%
4655,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",SCHWEIZER/INNEN,Niveau 4,Frau,Int. 75%
4876,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Median
3998,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6169,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5198,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Median
4399,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 25%
6521,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Mann,Int. 75%
4022,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Median
3568,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 25%
5181,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Anforderungsniveau - Total,Frau,Int. 75%
7366,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Median
5360,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 25%
10118,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Geschlecht - Total,Int. 75%
7726,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Median
5556,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 25%
10605,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Mann,Int. 75%
6474,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Median
4751,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 25%
8692,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 1+2,Frau,Int. 75%
5028,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Median
4226,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 25%
5944,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Geschlecht - Total,Int. 75%
5190,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Mann,Median
4490,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 25%
6022,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Mann,Int. 75%
4300,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Frau,Median
3714,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 25%
5534,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 3,Frau,Int. 75%
4145,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Median
3611,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 25%
4858,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Geschlecht - Total,Int. 75%
4571,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Mann,Median
3966,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Mann,Int. 25%
5223,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Mann,Int. 75%
3736,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Frau,Median
3363,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Frau,Int. 25%
4088,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AUSLÄNDER/INNEN,Niveau 4,Frau,Int. 75%
4311,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Geschlecht - Total,Median
3508,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
5296,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
4643,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Mann,Median
3631,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Mann,Int. 25%
5420,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Mann,Int. 75%
3745,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Frau,Median
3349,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Frau,Int. 25%
4227,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Anforderungsniveau - Total,Frau,Int. 75%
5320,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Geschlecht - Total,Median
4194,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Geschlecht - Total,Int. 25%
7374,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Geschlecht - Total,Int. 75%
5692,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Mann,Median
4727,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Mann,Int. 25%
7854,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Mann,Int. 75%
4415,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Frau,Median
3714,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Frau,Int. 25%
5969,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 1+2,Frau,Int. 75%
4404,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Median
3791,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Int. 25%
5197,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Geschlecht - Total,Int. 75%
4756,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Median
4069,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Int. 25%
5332,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Mann,Int. 75%
3902,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Median
3508,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Int. 25%
4095,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 3,Frau,Int. 75%
3512,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Median
2933,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 25%
4576,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Geschlecht - Total,Int. 75%
3673,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Median
2982,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 25%
4823,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Mann,Int. 75%
3218,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Median
2860,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 25%
3707,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",KurzaufenthalterInnen (Kat. L),Niveau 4,Frau,Int. 75%
4800,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Median
3910,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
6875,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5098,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Median
4258,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 25%
7504,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Mann,Int. 75%
4056,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Median
3511,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 25%
5742,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Anforderungsniveau - Total,Frau,Int. 75%
8000,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Median
5444,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 25%
11562,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Geschlecht - Total,Int. 75%
8651,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Median
5674,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 25%
12001,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Mann,Int. 75%
6725,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Median
4751,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 25%
9110,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 1+2,Frau,Int. 75%
4789,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Median
4000,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 25%
5946,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Geschlecht - Total,Int. 75%
4921,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Median
4238,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 25%
5988,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Mann,Int. 75%
4246,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Median
3636,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 25%
5793,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 3,Frau,Int. 75%
3988,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Median
3520,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 25%
4668,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Geschlecht - Total,Int. 75%
4387,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Median
3842,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 25%
5005,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Mann,Int. 75%
3629,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Median
3291,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 25%
3933,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",AufenthalterInnen (Kat. B),Niveau 4,Frau,Int. 75%
4894,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Median
4062,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
5951,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5225,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Median
4508,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 25%
6202,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Mann,Int. 75%
4007,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Median
3594,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 25%
4877,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Anforderungsniveau - Total,Frau,Int. 75%
6871,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Median
5365,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 25%
9646,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Geschlecht - Total,Int. 75%
7185,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Median
5466,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 25%
10105,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Mann,Int. 75%
6259,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Median
4818,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 25%
8334,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 1+2,Frau,Int. 75%
5101,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Median
4331,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 25%
5920,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Geschlecht - Total,Int. 75%
5255,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Mann,Median
4627,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Mann,Int. 25%
6011,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Mann,Int. 75%
4331,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Frau,Median
3752,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Frau,Int. 25%
5443,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 3,Frau,Int. 75%
4268,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Median
3727,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 25%
4979,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Geschlecht - Total,Int. 75%
4756,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Mann,Median
4218,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Mann,Int. 25%
5381,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Mann,Int. 75%
3780,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Frau,Median
3449,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Frau,Int. 25%
4141,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",Niedergelassene (Kat. C),Niveau 4,Frau,Int. 75%
5496,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Median
4334,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 25%
7173,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Geschlecht - Total,Int. 75%
5643,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Median
4550,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 25%
7313,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Mann,Int. 75%
4420,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Median
3805,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Int. 25%
6003,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Anforderungsniveau - Total,Frau,Int. 75%
6847,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Median
4588,2006,"Zentralschweiz (LU, UR, SZ, OW, NW, ZG)",GrenzgängerInnen (Kat. G),Niveau 1+2,Geschlecht - Total,Int. 25%
