Value,Geschlecht,Arbeitskanton,Altersklasse,Quartal
1651,Mann,Basel-Landschaft,35-39 Jahre,2015Q3
1670.3,Mann,Basel-Landschaft,35-39 Jahre,2015Q4
1694.5,Mann,Basel-Landschaft,35-39 Jahre,2016Q1
1701.6,Mann,Basel-Landschaft,35-39 Jahre,2016Q2
1734.9,Mann,Basel-Landschaft,35-39 Jahre,2016Q3
1665.1,Mann,Basel-Landschaft,40-44 Jahre,1999Q1
1681.2,Mann,Basel-Landschaft,40-44 Jahre,1999Q2
1727.5,Mann,Basel-Landschaft,40-44 Jahre,1999Q3
1754.3,Mann,Basel-Landschaft,40-44 Jahre,1999Q4
1798.1,Mann,Basel-Landschaft,40-44 Jahre,2000Q1
1822.3,Mann,Basel-Landschaft,40-44 Jahre,2000Q2
1891.4,Mann,Basel-Landschaft,40-44 Jahre,2000Q3
1935.2,Mann,Basel-Landschaft,40-44 Jahre,2000Q4
1992.2,Mann,Basel-Landschaft,40-44 Jahre,2001Q1
2015.3,Mann,Basel-Landschaft,40-44 Jahre,2001Q2
2056.9,Mann,Basel-Landschaft,40-44 Jahre,2001Q3
2104,Mann,Basel-Landschaft,40-44 Jahre,2001Q4
2104.6,Mann,Basel-Landschaft,40-44 Jahre,2002Q1
2171,Mann,Basel-Landschaft,40-44 Jahre,2002Q2
2195.8,Mann,Basel-Landschaft,40-44 Jahre,2002Q3
2266.4,Mann,Basel-Landschaft,40-44 Jahre,2002Q4
2284.4,Mann,Basel-Landschaft,40-44 Jahre,2003Q1
2332.6,Mann,Basel-Landschaft,40-44 Jahre,2003Q2
2392.4,Mann,Basel-Landschaft,40-44 Jahre,2003Q3
2408.8,Mann,Basel-Landschaft,40-44 Jahre,2003Q4
2405.6,Mann,Basel-Landschaft,40-44 Jahre,2004Q1
2478.5,Mann,Basel-Landschaft,40-44 Jahre,2004Q2
2403.8,Mann,Basel-Landschaft,40-44 Jahre,2004Q3
2377.9,Mann,Basel-Landschaft,40-44 Jahre,2004Q4
2408.1,Mann,Basel-Landschaft,40-44 Jahre,2005Q1
2437.2,Mann,Basel-Landschaft,40-44 Jahre,2005Q2
2428.7,Mann,Basel-Landschaft,40-44 Jahre,2005Q3
2460.5,Mann,Basel-Landschaft,40-44 Jahre,2005Q4
2396.5,Mann,Basel-Landschaft,40-44 Jahre,2006Q1
2481.1,Mann,Basel-Landschaft,40-44 Jahre,2006Q2
2574.1,Mann,Basel-Landschaft,40-44 Jahre,2006Q3
2590.5,Mann,Basel-Landschaft,40-44 Jahre,2006Q4
2649.3,Mann,Basel-Landschaft,40-44 Jahre,2007Q1
2689.4,Mann,Basel-Landschaft,40-44 Jahre,2007Q2
2708.7,Mann,Basel-Landschaft,40-44 Jahre,2007Q3
2653.8,Mann,Basel-Landschaft,40-44 Jahre,2007Q4
2640.4,Mann,Basel-Landschaft,40-44 Jahre,2008Q1
2591.6,Mann,Basel-Landschaft,40-44 Jahre,2008Q2
2548.2,Mann,Basel-Landschaft,40-44 Jahre,2008Q3
2541.9,Mann,Basel-Landschaft,40-44 Jahre,2008Q4
2579.5,Mann,Basel-Landschaft,40-44 Jahre,2009Q1
2624.5,Mann,Basel-Landschaft,40-44 Jahre,2009Q2
2615.1,Mann,Basel-Landschaft,40-44 Jahre,2009Q3
2547.3,Mann,Basel-Landschaft,40-44 Jahre,2009Q4
2542.6,Mann,Basel-Landschaft,40-44 Jahre,2010Q1
2540.9,Mann,Basel-Landschaft,40-44 Jahre,2010Q2
2486.5,Mann,Basel-Landschaft,40-44 Jahre,2010Q3
2432.3,Mann,Basel-Landschaft,40-44 Jahre,2010Q4
2423.2,Mann,Basel-Landschaft,40-44 Jahre,2011Q1
2446.2,Mann,Basel-Landschaft,40-44 Jahre,2011Q2
2426.3,Mann,Basel-Landschaft,40-44 Jahre,2011Q3
2366.2,Mann,Basel-Landschaft,40-44 Jahre,2011Q4
2333.2,Mann,Basel-Landschaft,40-44 Jahre,2012Q1
2318.1,Mann,Basel-Landschaft,40-44 Jahre,2012Q2
2295.6,Mann,Basel-Landschaft,40-44 Jahre,2012Q3
2218.6,Mann,Basel-Landschaft,40-44 Jahre,2012Q4
2157.6,Mann,Basel-Landschaft,40-44 Jahre,2013Q1
2146.6,Mann,Basel-Landschaft,40-44 Jahre,2013Q2
2103.6,Mann,Basel-Landschaft,40-44 Jahre,2013Q3
2098.8,Mann,Basel-Landschaft,40-44 Jahre,2013Q4
2031.1,Mann,Basel-Landschaft,40-44 Jahre,2014Q1
1998.1,Mann,Basel-Landschaft,40-44 Jahre,2014Q2
1986.9,Mann,Basel-Landschaft,40-44 Jahre,2014Q3
1968.7,Mann,Basel-Landschaft,40-44 Jahre,2014Q4
1941.4,Mann,Basel-Landschaft,40-44 Jahre,2015Q1
1932.5,Mann,Basel-Landschaft,40-44 Jahre,2015Q2
1914.5,Mann,Basel-Landschaft,40-44 Jahre,2015Q3
1896.6,Mann,Basel-Landschaft,40-44 Jahre,2015Q4
1861.6,Mann,Basel-Landschaft,40-44 Jahre,2016Q1
1867.5,Mann,Basel-Landschaft,40-44 Jahre,2016Q2
1853.6,Mann,Basel-Landschaft,40-44 Jahre,2016Q3
1332,Mann,Basel-Landschaft,45-49 Jahre,1999Q1
1348.8,Mann,Basel-Landschaft,45-49 Jahre,1999Q2
1368.5,Mann,Basel-Landschaft,45-49 Jahre,1999Q3
1392.9,Mann,Basel-Landschaft,45-49 Jahre,1999Q4
1415.7,Mann,Basel-Landschaft,45-49 Jahre,2000Q1
1442.6,Mann,Basel-Landschaft,45-49 Jahre,2000Q2
1456,Mann,Basel-Landschaft,45-49 Jahre,2000Q3
1472.6,Mann,Basel-Landschaft,45-49 Jahre,2000Q4
1492.9,Mann,Basel-Landschaft,45-49 Jahre,2001Q1
1541.7,Mann,Basel-Landschaft,45-49 Jahre,2001Q2
1568.4,Mann,Basel-Landschaft,45-49 Jahre,2001Q3
1601.4,Mann,Basel-Landschaft,45-49 Jahre,2001Q4
1630.2,Mann,Basel-Landschaft,45-49 Jahre,2002Q1
1638.6,Mann,Basel-Landschaft,45-49 Jahre,2002Q2
1638.5,Mann,Basel-Landschaft,45-49 Jahre,2002Q3
1646.2,Mann,Basel-Landschaft,45-49 Jahre,2002Q4
1676.1,Mann,Basel-Landschaft,45-49 Jahre,2003Q1
1709.8,Mann,Basel-Landschaft,45-49 Jahre,2003Q2
1702.9,Mann,Basel-Landschaft,45-49 Jahre,2003Q3
1752.2,Mann,Basel-Landschaft,45-49 Jahre,2003Q4
1780,Mann,Basel-Landschaft,45-49 Jahre,2004Q1
1815.1,Mann,Basel-Landschaft,45-49 Jahre,2004Q2
1792.2,Mann,Basel-Landschaft,45-49 Jahre,2004Q3
1810,Mann,Basel-Landschaft,45-49 Jahre,2004Q4
1815.9,Mann,Basel-Landschaft,45-49 Jahre,2005Q1
1812.5,Mann,Basel-Landschaft,45-49 Jahre,2005Q2
1853.8,Mann,Basel-Landschaft,45-49 Jahre,2005Q3
1868.9,Mann,Basel-Landschaft,45-49 Jahre,2005Q4
1898.6,Mann,Basel-Landschaft,45-49 Jahre,2006Q1
1965.8,Mann,Basel-Landschaft,45-49 Jahre,2006Q2
2047.2,Mann,Basel-Landschaft,45-49 Jahre,2006Q3
2088.8,Mann,Basel-Landschaft,45-49 Jahre,2006Q4
2166.6,Mann,Basel-Landschaft,45-49 Jahre,2007Q1
2236.5,Mann,Basel-Landschaft,45-49 Jahre,2007Q2
2300.7,Mann,Basel-Landschaft,45-49 Jahre,2007Q3
2277.7,Mann,Basel-Landschaft,45-49 Jahre,2007Q4
2302.3,Mann,Basel-Landschaft,45-49 Jahre,2008Q1
2314.2,Mann,Basel-Landschaft,45-49 Jahre,2008Q2
2300.8,Mann,Basel-Landschaft,45-49 Jahre,2008Q3
2314.8,Mann,Basel-Landschaft,45-49 Jahre,2008Q4
2364.6,Mann,Basel-Landschaft,45-49 Jahre,2009Q1
2438.4,Mann,Basel-Landschaft,45-49 Jahre,2009Q2
2499.1,Mann,Basel-Landschaft,45-49 Jahre,2009Q3
2479.1,Mann,Basel-Landschaft,45-49 Jahre,2009Q4
2537.9,Mann,Basel-Landschaft,45-49 Jahre,2010Q1
2570.1,Mann,Basel-Landschaft,45-49 Jahre,2010Q2
2579.8,Mann,Basel-Landschaft,45-49 Jahre,2010Q3
2589.3,Mann,Basel-Landschaft,45-49 Jahre,2010Q4
2632.3,Mann,Basel-Landschaft,45-49 Jahre,2011Q1
2659.4,Mann,Basel-Landschaft,45-49 Jahre,2011Q2
2706.8,Mann,Basel-Landschaft,45-49 Jahre,2011Q3
2674.8,Mann,Basel-Landschaft,45-49 Jahre,2011Q4
2709.7,Mann,Basel-Landschaft,45-49 Jahre,2012Q1
2747.8,Mann,Basel-Landschaft,45-49 Jahre,2012Q2
2748.4,Mann,Basel-Landschaft,45-49 Jahre,2012Q3
2754.2,Mann,Basel-Landschaft,45-49 Jahre,2012Q4
2682.3,Mann,Basel-Landschaft,45-49 Jahre,2013Q1
2732.4,Mann,Basel-Landschaft,45-49 Jahre,2013Q2
2717.4,Mann,Basel-Landschaft,45-49 Jahre,2013Q3
2707.3,Mann,Basel-Landschaft,45-49 Jahre,2013Q4
2713.4,Mann,Basel-Landschaft,45-49 Jahre,2014Q1
2715.2,Mann,Basel-Landschaft,45-49 Jahre,2014Q2
2735.5,Mann,Basel-Landschaft,45-49 Jahre,2014Q3
2745.8,Mann,Basel-Landschaft,45-49 Jahre,2014Q4
2721.6,Mann,Basel-Landschaft,45-49 Jahre,2015Q1
2710.8,Mann,Basel-Landschaft,45-49 Jahre,2015Q2
2659.5,Mann,Basel-Landschaft,45-49 Jahre,2015Q3
2629.9,Mann,Basel-Landschaft,45-49 Jahre,2015Q4
2582.5,Mann,Basel-Landschaft,45-49 Jahre,2016Q1
2554.7,Mann,Basel-Landschaft,45-49 Jahre,2016Q2
2540.6,Mann,Basel-Landschaft,45-49 Jahre,2016Q3
810.2,Mann,Basel-Landschaft,50-54 Jahre,1999Q1
835.6,Mann,Basel-Landschaft,50-54 Jahre,1999Q2
864.1,Mann,Basel-Landschaft,50-54 Jahre,1999Q3
894,Mann,Basel-Landschaft,50-54 Jahre,1999Q4
931.7,Mann,Basel-Landschaft,50-54 Jahre,2000Q1
968.7,Mann,Basel-Landschaft,50-54 Jahre,2000Q2
1017.3,Mann,Basel-Landschaft,50-54 Jahre,2000Q3
1054.2,Mann,Basel-Landschaft,50-54 Jahre,2000Q4
1080.8,Mann,Basel-Landschaft,50-54 Jahre,2001Q1
1096.9,Mann,Basel-Landschaft,50-54 Jahre,2001Q2
1154.6,Mann,Basel-Landschaft,50-54 Jahre,2001Q3
1178,Mann,Basel-Landschaft,50-54 Jahre,2001Q4
1213.2,Mann,Basel-Landschaft,50-54 Jahre,2002Q1
1232.7,Mann,Basel-Landschaft,50-54 Jahre,2002Q2
1258.4,Mann,Basel-Landschaft,50-54 Jahre,2002Q3
1280.8,Mann,Basel-Landschaft,50-54 Jahre,2002Q4
1299.3,Mann,Basel-Landschaft,50-54 Jahre,2003Q1
1306,Mann,Basel-Landschaft,50-54 Jahre,2003Q2
1314.6,Mann,Basel-Landschaft,50-54 Jahre,2003Q3
1357.3,Mann,Basel-Landschaft,50-54 Jahre,2003Q4
1367.2,Mann,Basel-Landschaft,50-54 Jahre,2004Q1
1414.8,Mann,Basel-Landschaft,50-54 Jahre,2004Q2
1388.8,Mann,Basel-Landschaft,50-54 Jahre,2004Q3
1379.6,Mann,Basel-Landschaft,50-54 Jahre,2004Q4
1389.7,Mann,Basel-Landschaft,50-54 Jahre,2005Q1
1396.5,Mann,Basel-Landschaft,50-54 Jahre,2005Q2
1375.6,Mann,Basel-Landschaft,50-54 Jahre,2005Q3
1381.4,Mann,Basel-Landschaft,50-54 Jahre,2005Q4
1360.5,Mann,Basel-Landschaft,50-54 Jahre,2006Q1
1406.9,Mann,Basel-Landschaft,50-54 Jahre,2006Q2
1456.7,Mann,Basel-Landschaft,50-54 Jahre,2006Q3
1474.2,Mann,Basel-Landschaft,50-54 Jahre,2006Q4
1522.2,Mann,Basel-Landschaft,50-54 Jahre,2007Q1
1562.7,Mann,Basel-Landschaft,50-54 Jahre,2007Q2
1573.2,Mann,Basel-Landschaft,50-54 Jahre,2007Q3
1532.8,Mann,Basel-Landschaft,50-54 Jahre,2007Q4
1549.9,Mann,Basel-Landschaft,50-54 Jahre,2008Q1
1544.5,Mann,Basel-Landschaft,50-54 Jahre,2008Q2
1553.2,Mann,Basel-Landschaft,50-54 Jahre,2008Q3
1584.2,Mann,Basel-Landschaft,50-54 Jahre,2008Q4
1618.1,Mann,Basel-Landschaft,50-54 Jahre,2009Q1
1668.8,Mann,Basel-Landschaft,50-54 Jahre,2009Q2
1711.9,Mann,Basel-Landschaft,50-54 Jahre,2009Q3
1751.3,Mann,Basel-Landschaft,50-54 Jahre,2009Q4
1813.7,Mann,Basel-Landschaft,50-54 Jahre,2010Q1
1860.8,Mann,Basel-Landschaft,50-54 Jahre,2010Q2
1900.3,Mann,Basel-Landschaft,50-54 Jahre,2010Q3
1921.2,Mann,Basel-Landschaft,50-54 Jahre,2010Q4
1980.2,Mann,Basel-Landschaft,50-54 Jahre,2011Q1
2016.2,Mann,Basel-Landschaft,50-54 Jahre,2011Q2
2048.4,Mann,Basel-Landschaft,50-54 Jahre,2011Q3
2028.4,Mann,Basel-Landschaft,50-54 Jahre,2011Q4
2034.8,Mann,Basel-Landschaft,50-54 Jahre,2012Q1
2095.5,Mann,Basel-Landschaft,50-54 Jahre,2012Q2
2154.1,Mann,Basel-Landschaft,50-54 Jahre,2012Q3
2156,Mann,Basel-Landschaft,50-54 Jahre,2012Q4
2175,Mann,Basel-Landschaft,50-54 Jahre,2013Q1
2256.6,Mann,Basel-Landschaft,50-54 Jahre,2013Q2
2297.6,Mann,Basel-Landschaft,50-54 Jahre,2013Q3
2311.3,Mann,Basel-Landschaft,50-54 Jahre,2013Q4
2322.9,Mann,Basel-Landschaft,50-54 Jahre,2014Q1
2371.6,Mann,Basel-Landschaft,50-54 Jahre,2014Q2
2440.2,Mann,Basel-Landschaft,50-54 Jahre,2014Q3
2442.6,Mann,Basel-Landschaft,50-54 Jahre,2014Q4
2497.2,Mann,Basel-Landschaft,50-54 Jahre,2015Q1
2537,Mann,Basel-Landschaft,50-54 Jahre,2015Q2
2568,Mann,Basel-Landschaft,50-54 Jahre,2015Q3
2613.5,Mann,Basel-Landschaft,50-54 Jahre,2015Q4
2641.4,Mann,Basel-Landschaft,50-54 Jahre,2016Q1
2667,Mann,Basel-Landschaft,50-54 Jahre,2016Q2
2696.2,Mann,Basel-Landschaft,50-54 Jahre,2016Q3
452.8,Mann,Basel-Landschaft,55-59 Jahre,1999Q1
449.8,Mann,Basel-Landschaft,55-59 Jahre,1999Q2
474.3,Mann,Basel-Landschaft,55-59 Jahre,1999Q3
475.8,Mann,Basel-Landschaft,55-59 Jahre,1999Q4
492.6,Mann,Basel-Landschaft,55-59 Jahre,2000Q1
490.8,Mann,Basel-Landschaft,55-59 Jahre,2000Q2
490.8,Mann,Basel-Landschaft,55-59 Jahre,2000Q3
488.3,Mann,Basel-Landschaft,55-59 Jahre,2000Q4
500.5,Mann,Basel-Landschaft,55-59 Jahre,2001Q1
519.6,Mann,Basel-Landschaft,55-59 Jahre,2001Q2
531.7,Mann,Basel-Landschaft,55-59 Jahre,2001Q3
522.9,Mann,Basel-Landschaft,55-59 Jahre,2001Q4
536,Mann,Basel-Landschaft,55-59 Jahre,2002Q1
561.5,Mann,Basel-Landschaft,55-59 Jahre,2002Q2
560.2,Mann,Basel-Landschaft,55-59 Jahre,2002Q3
584.3,Mann,Basel-Landschaft,55-59 Jahre,2002Q4
629.8,Mann,Basel-Landschaft,55-59 Jahre,2003Q1
649.3,Mann,Basel-Landschaft,55-59 Jahre,2003Q2
671.6,Mann,Basel-Landschaft,55-59 Jahre,2003Q3
695.3,Mann,Basel-Landschaft,55-59 Jahre,2003Q4
740.7,Mann,Basel-Landschaft,55-59 Jahre,2004Q1
778.5,Mann,Basel-Landschaft,55-59 Jahre,2004Q2
770.5,Mann,Basel-Landschaft,55-59 Jahre,2004Q3
795.3,Mann,Basel-Landschaft,55-59 Jahre,2004Q4
825.4,Mann,Basel-Landschaft,55-59 Jahre,2005Q1
848.2,Mann,Basel-Landschaft,55-59 Jahre,2005Q2
871.8,Mann,Basel-Landschaft,55-59 Jahre,2005Q3
893,Mann,Basel-Landschaft,55-59 Jahre,2005Q4
903.2,Mann,Basel-Landschaft,55-59 Jahre,2006Q1
942.8,Mann,Basel-Landschaft,55-59 Jahre,2006Q2
1004.7,Mann,Basel-Landschaft,55-59 Jahre,2006Q3
1021.9,Mann,Basel-Landschaft,55-59 Jahre,2006Q4
1064.9,Mann,Basel-Landschaft,55-59 Jahre,2007Q1
1092.1,Mann,Basel-Landschaft,55-59 Jahre,2007Q2
1134.8,Mann,Basel-Landschaft,55-59 Jahre,2007Q3
1082.6,Mann,Basel-Landschaft,55-59 Jahre,2007Q4
1061.6,Mann,Basel-Landschaft,55-59 Jahre,2008Q1
1037.7,Mann,Basel-Landschaft,55-59 Jahre,2008Q2
1022.7,Mann,Basel-Landschaft,55-59 Jahre,2008Q3
1058,Mann,Basel-Landschaft,55-59 Jahre,2008Q4
1084.9,Mann,Basel-Landschaft,55-59 Jahre,2009Q1
1128.1,Mann,Basel-Landschaft,55-59 Jahre,2009Q2
1143,Mann,Basel-Landschaft,55-59 Jahre,2009Q3
1153.2,Mann,Basel-Landschaft,55-59 Jahre,2009Q4
1199.9,Mann,Basel-Landschaft,55-59 Jahre,2010Q1
1230.1,Mann,Basel-Landschaft,55-59 Jahre,2010Q2
1240.6,Mann,Basel-Landschaft,55-59 Jahre,2010Q3
1220.1,Mann,Basel-Landschaft,55-59 Jahre,2010Q4
1229.6,Mann,Basel-Landschaft,55-59 Jahre,2011Q1
1283.2,Mann,Basel-Landschaft,55-59 Jahre,2011Q2
1313.3,Mann,Basel-Landschaft,55-59 Jahre,2011Q3
1315.7,Mann,Basel-Landschaft,55-59 Jahre,2011Q4
1319.2,Mann,Basel-Landschaft,55-59 Jahre,2012Q1
1355.3,Mann,Basel-Landschaft,55-59 Jahre,2012Q2
1366.3,Mann,Basel-Landschaft,55-59 Jahre,2012Q3
1364.7,Mann,Basel-Landschaft,55-59 Jahre,2012Q4
1367.7,Mann,Basel-Landschaft,55-59 Jahre,2013Q1
1410.4,Mann,Basel-Landschaft,55-59 Jahre,2013Q2
1435,Mann,Basel-Landschaft,55-59 Jahre,2013Q3
1482.5,Mann,Basel-Landschaft,55-59 Jahre,2013Q4
1512.2,Mann,Basel-Landschaft,55-59 Jahre,2014Q1
1547.2,Mann,Basel-Landschaft,55-59 Jahre,2014Q2
1592.3,Mann,Basel-Landschaft,55-59 Jahre,2014Q3
1638.1,Mann,Basel-Landschaft,55-59 Jahre,2014Q4
1677.4,Mann,Basel-Landschaft,55-59 Jahre,2015Q1
1721.9,Mann,Basel-Landschaft,55-59 Jahre,2015Q2
1761.7,Mann,Basel-Landschaft,55-59 Jahre,2015Q3
1811.7,Mann,Basel-Landschaft,55-59 Jahre,2015Q4
1843.2,Mann,Basel-Landschaft,55-59 Jahre,2016Q1
1878.7,Mann,Basel-Landschaft,55-59 Jahre,2016Q2
1910,Mann,Basel-Landschaft,55-59 Jahre,2016Q3
212.6,Mann,Basel-Landschaft,60 Jahre und mehr,1999Q1
212.6,Mann,Basel-Landschaft,60 Jahre und mehr,1999Q2
211.9,Mann,Basel-Landschaft,60 Jahre und mehr,1999Q3
208.6,Mann,Basel-Landschaft,60 Jahre und mehr,1999Q4
213.8,Mann,Basel-Landschaft,60 Jahre und mehr,2000Q1
215.1,Mann,Basel-Landschaft,60 Jahre und mehr,2000Q2
221.7,Mann,Basel-Landschaft,60 Jahre und mehr,2000Q3
222.5,Mann,Basel-Landschaft,60 Jahre und mehr,2000Q4
224,Mann,Basel-Landschaft,60 Jahre und mehr,2001Q1
228.6,Mann,Basel-Landschaft,60 Jahre und mehr,2001Q2
236.2,Mann,Basel-Landschaft,60 Jahre und mehr,2001Q3
242.4,Mann,Basel-Landschaft,60 Jahre und mehr,2001Q4
248.5,Mann,Basel-Landschaft,60 Jahre und mehr,2002Q1
261.2,Mann,Basel-Landschaft,60 Jahre und mehr,2002Q2
257.4,Mann,Basel-Landschaft,60 Jahre und mehr,2002Q3
255,Mann,Basel-Landschaft,60 Jahre und mehr,2002Q4
248.6,Mann,Basel-Landschaft,60 Jahre und mehr,2003Q1
248.7,Mann,Basel-Landschaft,60 Jahre und mehr,2003Q2
258.5,Mann,Basel-Landschaft,60 Jahre und mehr,2003Q3
266.6,Mann,Basel-Landschaft,60 Jahre und mehr,2003Q4
276.3,Mann,Basel-Landschaft,60 Jahre und mehr,2004Q1
304.7,Mann,Basel-Landschaft,60 Jahre und mehr,2004Q2
298.4,Mann,Basel-Landschaft,60 Jahre und mehr,2004Q3
304.5,Mann,Basel-Landschaft,60 Jahre und mehr,2004Q4
313.1,Mann,Basel-Landschaft,60 Jahre und mehr,2005Q1
313.2,Mann,Basel-Landschaft,60 Jahre und mehr,2005Q2
302.8,Mann,Basel-Landschaft,60 Jahre und mehr,2005Q3
316.8,Mann,Basel-Landschaft,60 Jahre und mehr,2005Q4
318.4,Mann,Basel-Landschaft,60 Jahre und mehr,2006Q1
353.2,Mann,Basel-Landschaft,60 Jahre und mehr,2006Q2
384.4,Mann,Basel-Landschaft,60 Jahre und mehr,2006Q3
401.4,Mann,Basel-Landschaft,60 Jahre und mehr,2006Q4
429.6,Mann,Basel-Landschaft,60 Jahre und mehr,2007Q1
454.5,Mann,Basel-Landschaft,60 Jahre und mehr,2007Q2
457.5,Mann,Basel-Landschaft,60 Jahre und mehr,2007Q3
428.5,Mann,Basel-Landschaft,60 Jahre und mehr,2007Q4
411.6,Mann,Basel-Landschaft,60 Jahre und mehr,2008Q1
379.7,Mann,Basel-Landschaft,60 Jahre und mehr,2008Q2
348.7,Mann,Basel-Landschaft,60 Jahre und mehr,2008Q3
335.3,Mann,Basel-Landschaft,60 Jahre und mehr,2008Q4
377.8,Mann,Basel-Landschaft,60 Jahre und mehr,2009Q1
402,Mann,Basel-Landschaft,60 Jahre und mehr,2009Q2
420.6,Mann,Basel-Landschaft,60 Jahre und mehr,2009Q3
445.6,Mann,Basel-Landschaft,60 Jahre und mehr,2009Q4
482.1,Mann,Basel-Landschaft,60 Jahre und mehr,2010Q1
535,Mann,Basel-Landschaft,60 Jahre und mehr,2010Q2
556.7,Mann,Basel-Landschaft,60 Jahre und mehr,2010Q3
548.3,Mann,Basel-Landschaft,60 Jahre und mehr,2010Q4
567.6,Mann,Basel-Landschaft,60 Jahre und mehr,2011Q1
582.6,Mann,Basel-Landschaft,60 Jahre und mehr,2011Q2
618.9,Mann,Basel-Landschaft,60 Jahre und mehr,2011Q3
650.6,Mann,Basel-Landschaft,60 Jahre und mehr,2011Q4
648,Mann,Basel-Landschaft,60 Jahre und mehr,2012Q1
648.1,Mann,Basel-Landschaft,60 Jahre und mehr,2012Q2
667.4,Mann,Basel-Landschaft,60 Jahre und mehr,2012Q3
667.7,Mann,Basel-Landschaft,60 Jahre und mehr,2012Q4
645.8,Mann,Basel-Landschaft,60 Jahre und mehr,2013Q1
636.5,Mann,Basel-Landschaft,60 Jahre und mehr,2013Q2
631.2,Mann,Basel-Landschaft,60 Jahre und mehr,2013Q3
637,Mann,Basel-Landschaft,60 Jahre und mehr,2013Q4
702.1,Mann,Basel-Landschaft,60 Jahre und mehr,2014Q1
750.5,Mann,Basel-Landschaft,60 Jahre und mehr,2014Q2
780.9,Mann,Basel-Landschaft,60 Jahre und mehr,2014Q3
813,Mann,Basel-Landschaft,60 Jahre und mehr,2014Q4
856.4,Mann,Basel-Landschaft,60 Jahre und mehr,2015Q1
910.4,Mann,Basel-Landschaft,60 Jahre und mehr,2015Q2
929.1,Mann,Basel-Landschaft,60 Jahre und mehr,2015Q3
945,Mann,Basel-Landschaft,60 Jahre und mehr,2015Q4
988,Mann,Basel-Landschaft,60 Jahre und mehr,2016Q1
1032.4,Mann,Basel-Landschaft,60 Jahre und mehr,2016Q2
1081.5,Mann,Basel-Landschaft,60 Jahre und mehr,2016Q3
2139.6,Mann,Schaffhausen,Altersklasse - Total,1999Q1
2147.6,Mann,Schaffhausen,Altersklasse - Total,1999Q2
2181.2,Mann,Schaffhausen,Altersklasse - Total,1999Q3
2148.1,Mann,Schaffhausen,Altersklasse - Total,1999Q4
2202.4,Mann,Schaffhausen,Altersklasse - Total,2000Q1
2260.1,Mann,Schaffhausen,Altersklasse - Total,2000Q2
2316.7,Mann,Schaffhausen,Altersklasse - Total,2000Q3
2272.4,Mann,Schaffhausen,Altersklasse - Total,2000Q4
2297.7,Mann,Schaffhausen,Altersklasse - Total,2001Q1
2385.1,Mann,Schaffhausen,Altersklasse - Total,2001Q2
2458.2,Mann,Schaffhausen,Altersklasse - Total,2001Q3
2442.6,Mann,Schaffhausen,Altersklasse - Total,2001Q4
2476.3,Mann,Schaffhausen,Altersklasse - Total,2002Q1
2459.2,Mann,Schaffhausen,Altersklasse - Total,2002Q2
2423.3,Mann,Schaffhausen,Altersklasse - Total,2002Q3
2418.6,Mann,Schaffhausen,Altersklasse - Total,2002Q4
2400,Mann,Schaffhausen,Altersklasse - Total,2003Q1
2420.8,Mann,Schaffhausen,Altersklasse - Total,2003Q2
2439.3,Mann,Schaffhausen,Altersklasse - Total,2003Q3
2371.1,Mann,Schaffhausen,Altersklasse - Total,2003Q4
2367.2,Mann,Schaffhausen,Altersklasse - Total,2004Q1
2368.2,Mann,Schaffhausen,Altersklasse - Total,2004Q2
2278.7,Mann,Schaffhausen,Altersklasse - Total,2004Q3
2245.9,Mann,Schaffhausen,Altersklasse - Total,2004Q4
2272.3,Mann,Schaffhausen,Altersklasse - Total,2005Q1
2268,Mann,Schaffhausen,Altersklasse - Total,2005Q2
2274.5,Mann,Schaffhausen,Altersklasse - Total,2005Q3
2276.4,Mann,Schaffhausen,Altersklasse - Total,2005Q4
2269.2,Mann,Schaffhausen,Altersklasse - Total,2006Q1
2322.1,Mann,Schaffhausen,Altersklasse - Total,2006Q2
2417.1,Mann,Schaffhausen,Altersklasse - Total,2006Q3
2461.2,Mann,Schaffhausen,Altersklasse - Total,2006Q4
2537.5,Mann,Schaffhausen,Altersklasse - Total,2007Q1
2575.5,Mann,Schaffhausen,Altersklasse - Total,2007Q2
2611.6,Mann,Schaffhausen,Altersklasse - Total,2007Q3
2602.4,Mann,Schaffhausen,Altersklasse - Total,2007Q4
2613,Mann,Schaffhausen,Altersklasse - Total,2008Q1
2664.7,Mann,Schaffhausen,Altersklasse - Total,2008Q2
2707.1,Mann,Schaffhausen,Altersklasse - Total,2008Q3
2643.7,Mann,Schaffhausen,Altersklasse - Total,2008Q4
2621.8,Mann,Schaffhausen,Altersklasse - Total,2009Q1
2637.7,Mann,Schaffhausen,Altersklasse - Total,2009Q2
2633.2,Mann,Schaffhausen,Altersklasse - Total,2009Q3
2638.9,Mann,Schaffhausen,Altersklasse - Total,2009Q4
2685.9,Mann,Schaffhausen,Altersklasse - Total,2010Q1
2730.5,Mann,Schaffhausen,Altersklasse - Total,2010Q2
2743,Mann,Schaffhausen,Altersklasse - Total,2010Q3
2749.7,Mann,Schaffhausen,Altersklasse - Total,2010Q4
2781.1,Mann,Schaffhausen,Altersklasse - Total,2011Q1
2826.6,Mann,Schaffhausen,Altersklasse - Total,2011Q2
2880,Mann,Schaffhausen,Altersklasse - Total,2011Q3
2880.3,Mann,Schaffhausen,Altersklasse - Total,2011Q4
2882.8,Mann,Schaffhausen,Altersklasse - Total,2012Q1
