Wert,Szenario-Variante,Jahr,Staatsangehörigkeit,Variable
36.99,A-09-2015,2021,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
42.24,A-09-2015,2021,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
46.11,A-09-2015,2021,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
53.54,A-09-2015,2021,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
15.71,A-09-2015,2021,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
17.27,A-09-2015,2021,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
37.77,A-09-2015,2022,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
43.07,A-09-2015,2022,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
47.19,A-09-2015,2022,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
54.72,A-09-2015,2022,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
16.19,A-09-2015,2022,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
17.8,A-09-2015,2022,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
38.59,A-09-2015,2023,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
43.95,A-09-2015,2023,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
48.34,A-09-2015,2023,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
55.96,A-09-2015,2023,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
16.72,A-09-2015,2023,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
18.37,A-09-2015,2023,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
39.47,A-09-2015,2024,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
44.89,A-09-2015,2024,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
49.54,A-09-2015,2024,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
57.28,A-09-2015,2024,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
17.3,A-09-2015,2024,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
18.99,A-09-2015,2024,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
40.4,A-09-2015,2025,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
45.89,A-09-2015,2025,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
50.8,A-09-2015,2025,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
58.66,A-09-2015,2025,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
17.94,A-09-2015,2025,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
19.68,A-09-2015,2025,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
41.38,A-09-2015,2026,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
46.96,A-09-2015,2026,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
52.14,A-09-2015,2026,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
60.14,A-09-2015,2026,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
18.58,A-09-2015,2026,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
20.38,A-09-2015,2026,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
42.43,A-09-2015,2027,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
48.1,A-09-2015,2027,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
53.55,A-09-2015,2027,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
61.72,A-09-2015,2027,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
19.28,A-09-2015,2027,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
21.14,A-09-2015,2027,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
43.55,A-09-2015,2028,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
49.32,A-09-2015,2028,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
55.06,A-09-2015,2028,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
63.4,A-09-2015,2028,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
20.02,A-09-2015,2028,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
21.93,A-09-2015,2028,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
44.7,A-09-2015,2029,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
50.58,A-09-2015,2029,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
56.6,A-09-2015,2029,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
65.13,A-09-2015,2029,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
20.81,A-09-2015,2029,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
22.78,A-09-2015,2029,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
45.76,A-09-2015,2030,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
51.74,A-09-2015,2030,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
58.01,A-09-2015,2030,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
66.71,A-09-2015,2030,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
21.56,A-09-2015,2030,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
23.59,A-09-2015,2030,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
46.79,A-09-2015,2031,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
52.86,A-09-2015,2031,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
59.36,A-09-2015,2031,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
68.21,A-09-2015,2031,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
22.33,A-09-2015,2031,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
24.42,A-09-2015,2031,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
47.72,A-09-2015,2032,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
53.88,A-09-2015,2032,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
60.54,A-09-2015,2032,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
69.53,A-09-2015,2032,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
23.1,A-09-2015,2032,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
25.25,A-09-2015,2032,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
48.6,A-09-2015,2033,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
54.84,A-09-2015,2033,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
61.63,A-09-2015,2033,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
70.73,A-09-2015,2033,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
23.88,A-09-2015,2033,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
26.1,A-09-2015,2033,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
49.42,A-09-2015,2034,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
55.73,A-09-2015,2034,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
62.56,A-09-2015,2034,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
71.76,A-09-2015,2034,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
24.68,A-09-2015,2034,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
26.97,A-09-2015,2034,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
50.16,A-09-2015,2035,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
56.52,A-09-2015,2035,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
63.31,A-09-2015,2035,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
72.57,A-09-2015,2035,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
25.52,A-09-2015,2035,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
27.88,A-09-2015,2035,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
50.85,A-09-2015,2036,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
57.27,A-09-2015,2036,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
63.94,A-09-2015,2036,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
73.25,A-09-2015,2036,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
26.4,A-09-2015,2036,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
28.84,A-09-2015,2036,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
51.46,A-09-2015,2037,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
57.94,A-09-2015,2037,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
64.37,A-09-2015,2037,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
73.7,A-09-2015,2037,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
27.34,A-09-2015,2037,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
29.86,A-09-2015,2037,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
52,A-09-2015,2038,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
58.53,A-09-2015,2038,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
64.65,A-09-2015,2038,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
73.99,A-09-2015,2038,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
28.31,A-09-2015,2038,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
30.91,A-09-2015,2038,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
52.52,A-09-2015,2039,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
59.1,A-09-2015,2039,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
64.85,A-09-2015,2039,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.19,A-09-2015,2039,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
29.35,A-09-2015,2039,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
32.04,A-09-2015,2039,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
52.98,A-09-2015,2040,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
59.61,A-09-2015,2040,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
64.93,A-09-2015,2040,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.27,A-09-2015,2040,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
30.41,A-09-2015,2040,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
33.2,A-09-2015,2040,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
53.44,A-09-2015,2041,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
60.12,A-09-2015,2041,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
64.98,A-09-2015,2041,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.31,A-09-2015,2041,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
31.53,A-09-2015,2041,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
34.41,A-09-2015,2041,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
53.91,A-09-2015,2042,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
60.64,A-09-2015,2042,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
65.03,A-09-2015,2042,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.35,A-09-2015,2042,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
32.67,A-09-2015,2042,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
35.66,A-09-2015,2042,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
54.38,A-09-2015,2043,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
61.17,A-09-2015,2043,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
65.08,A-09-2015,2043,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.4,A-09-2015,2043,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
33.83,A-09-2015,2043,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
36.93,A-09-2015,2043,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
54.87,A-09-2015,2044,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
61.73,A-09-2015,2044,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
65.17,A-09-2015,2044,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.49,A-09-2015,2044,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
35,A-09-2015,2044,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
38.2,A-09-2015,2044,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
55.43,A-09-2015,2045,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
62.35,A-09-2015,2045,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
65.33,A-09-2015,2045,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.66,A-09-2015,2045,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
36.22,A-09-2015,2045,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
39.53,A-09-2015,2045,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
55.98,A-09-2015,2046,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
62.97,A-09-2015,2046,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
65.49,A-09-2015,2046,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
74.83,A-09-2015,2046,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
37.45,A-09-2015,2046,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
40.87,A-09-2015,2046,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
56.55,A-09-2015,2047,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
63.61,A-09-2015,2047,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
65.68,A-09-2015,2047,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
75.04,A-09-2015,2047,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
38.68,A-09-2015,2047,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
42.21,A-09-2015,2047,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
57.09,A-09-2015,2048,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
64.21,A-09-2015,2048,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
65.83,A-09-2015,2048,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
75.21,A-09-2015,2048,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
39.88,A-09-2015,2048,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
43.52,A-09-2015,2048,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
57.65,A-09-2015,2049,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
64.84,A-09-2015,2049,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
66.03,A-09-2015,2049,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
75.44,A-09-2015,2049,Schweizer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
41.09,A-09-2015,2049,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
44.83,A-09-2015,2049,Ausländer,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen in VZÄ im Alter von 20-64 Jahren
58.21,A-09-2015,2050,Staatsangehörigkeit - Total,Anzahl 65-Jährige und Ältere je 100 Erwerbspersonen im Alter von 20-64 Jahren
