Wert,Jahr,Grossregion,Nettolohnhöhenklasse,Beschäftigungsgrad,Geschlecht
1.8,2008,"Genferseeregion (VD, VS, GE)",20001+ Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.9,2008,"Genferseeregion (VD, VS, GE)",20001+ Franken,Beschäftigungsgrad - Total,Mann
0.5,2008,"Genferseeregion (VD, VS, GE)",20001+ Franken,Beschäftigungsgrad - Total,Frau
2.5,2008,"Genferseeregion (VD, VS, GE)",20001+ Franken,Vollzeit (>=90%),Geschlecht - Total
3.2,2008,"Genferseeregion (VD, VS, GE)",20001+ Franken,Vollzeit (>=90%),Mann
0.9,2008,"Genferseeregion (VD, VS, GE)",20001+ Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Genferseeregion (VD, VS, GE)",20001+ Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Genferseeregion (VD, VS, GE)",20001+ Franken,Teilzeit (<90%),Mann
"""......""",2008,"Genferseeregion (VD, VS, GE)",20001+ Franken,Teilzeit (<90%),Frau
6.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Beschäftigungsgrad - Total,Mann
11.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Beschäftigungsgrad - Total,Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Vollzeit (>=90%),Frau
19.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Teilzeit (<90%),Geschlecht - Total
19.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Teilzeit (<90%),Mann
19.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",0-  1000 Franken,Teilzeit (<90%),Frau
7.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Beschäftigungsgrad - Total,Mann
13.9,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Vollzeit (>=90%),Geschlecht - Total
0,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Vollzeit (>=90%),Mann
0.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Vollzeit (>=90%),Frau
21.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Teilzeit (<90%),Geschlecht - Total
16.8,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Teilzeit (<90%),Mann
23,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",1001-  2000 Franken,Teilzeit (<90%),Frau
9,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Beschäftigungsgrad - Total,Mann
16.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Beschäftigungsgrad - Total,Frau
1.9,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Vollzeit (>=90%),Geschlecht - Total
1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Vollzeit (>=90%),Mann
4.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Vollzeit (>=90%),Frau
23,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Teilzeit (<90%),Geschlecht - Total
16.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Teilzeit (<90%),Mann
24.9,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",2001-  3000 Franken,Teilzeit (<90%),Frau
15.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
9.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Beschäftigungsgrad - Total,Mann
22.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Beschäftigungsgrad - Total,Frau
14.8,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Vollzeit (>=90%),Geschlecht - Total
8.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Vollzeit (>=90%),Mann
31.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Vollzeit (>=90%),Frau
16.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Teilzeit (<90%),Geschlecht - Total
16.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Teilzeit (<90%),Mann
16.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",3001-  4000 Franken,Teilzeit (<90%),Frau
21.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
24.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Beschäftigungsgrad - Total,Mann
17.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Beschäftigungsgrad - Total,Frau
27,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Vollzeit (>=90%),Geschlecht - Total
26.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Vollzeit (>=90%),Mann
29,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Vollzeit (>=90%),Frau
10,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Teilzeit (<90%),Geschlecht - Total
12.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Teilzeit (<90%),Mann
9.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",4001-  5000 Franken,Teilzeit (<90%),Frau
16.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
21.8,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Beschäftigungsgrad - Total,Mann
8.9,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Beschäftigungsgrad - Total,Frau
22,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Vollzeit (>=90%),Geschlecht - Total
24.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Vollzeit (>=90%),Mann
16,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Vollzeit (>=90%),Frau
4.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Teilzeit (<90%),Geschlecht - Total
7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Teilzeit (<90%),Mann
4.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",5001-  6000 Franken,Teilzeit (<90%),Frau
8.9,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
12.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Beschäftigungsgrad - Total,Mann
4.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Beschäftigungsgrad - Total,Frau
12.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Vollzeit (>=90%),Geschlecht - Total
13.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Vollzeit (>=90%),Mann
8.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Vollzeit (>=90%),Frau
2.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Teilzeit (<90%),Geschlecht - Total
4.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Teilzeit (<90%),Mann
1.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",6001-  7000 Franken,Teilzeit (<90%),Frau
5.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
7.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Beschäftigungsgrad - Total,Mann
2.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Beschäftigungsgrad - Total,Frau
7.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Vollzeit (>=90%),Geschlecht - Total
8.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Vollzeit (>=90%),Mann
4.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Vollzeit (>=90%),Frau
1.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Teilzeit (<90%),Geschlecht - Total
2.9,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Teilzeit (<90%),Mann
0.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",7001-  8000 Franken,Teilzeit (<90%),Frau
3.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
5.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Beschäftigungsgrad - Total,Mann
1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Beschäftigungsgrad - Total,Frau
4.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Vollzeit (>=90%),Geschlecht - Total
5.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Vollzeit (>=90%),Mann
2.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Vollzeit (>=90%),Frau
0.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Teilzeit (<90%),Geschlecht - Total
1.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Teilzeit (<90%),Mann
0.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",8001-  9000 Franken,Teilzeit (<90%),Frau
2.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
3.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Beschäftigungsgrad - Total,Mann
0.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Beschäftigungsgrad - Total,Frau
3.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Vollzeit (>=90%),Geschlecht - Total
4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Vollzeit (>=90%),Mann
1.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Vollzeit (>=90%),Frau
0.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Teilzeit (<90%),Geschlecht - Total
0.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Teilzeit (<90%),Mann
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",9001-10000 Franken,Teilzeit (<90%),Frau
1.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Beschäftigungsgrad - Total,Mann
0.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Beschäftigungsgrad - Total,Frau
2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Vollzeit (>=90%),Geschlecht - Total
2.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Vollzeit (>=90%),Mann
0.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Vollzeit (>=90%),Frau
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Teilzeit (<90%),Geschlecht - Total
0.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",10001-11000 Franken,Teilzeit (<90%),Frau
0.8,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Beschäftigungsgrad - Total,Frau
1.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Vollzeit (>=90%),Geschlecht - Total
1.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Vollzeit (>=90%),Mann
0.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Vollzeit (>=90%),Frau
0,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",11001-12000 Franken,Teilzeit (<90%),Frau
0.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.8,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Beschäftigungsgrad - Total,Frau
0.7,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.9,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Vollzeit (>=90%),Mann
0.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",12001-13000 Franken,Teilzeit (<90%),Frau
0.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Beschäftigungsgrad - Total,Mann
0,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Beschäftigungsgrad - Total,Frau
0.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.6,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Vollzeit (>=90%),Mann
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",13001-14000 Franken,Teilzeit (<90%),Frau
0.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Beschäftigungsgrad - Total,Frau
0.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",14001-15000 Franken,Teilzeit (<90%),Frau
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Beschäftigungsgrad - Total,Frau
0.2,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",15001-16000 Franken,Teilzeit (<90%),Frau
0,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Teilzeit (<90%),Mann
"""....""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",16001-17000 Franken,Teilzeit (<90%),Frau
0,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",17001-18000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",17001-18000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",17001-18000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",17001-18000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",17001-18000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",17001-18000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",17001-18000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",17001-18000 Franken,Teilzeit (<90%),Mann
"""....""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",17001-18000 Franken,Teilzeit (<90%),Frau
0,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",18001-19000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",18001-19000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",18001-19000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",18001-19000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",18001-19000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",18001-19000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",18001-19000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",18001-19000 Franken,Teilzeit (<90%),Mann
"""....""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",18001-19000 Franken,Teilzeit (<90%),Frau
0,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Beschäftigungsgrad - Total,Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Beschäftigungsgrad - Total,Frau
0,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Vollzeit (>=90%),Geschlecht - Total
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Teilzeit (<90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",19001-20000 Franken,Teilzeit (<90%),Frau
0.3,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Beschäftigungsgrad - Total,Geschlecht - Total
0.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Beschäftigungsgrad - Total,Mann
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Beschäftigungsgrad - Total,Frau
0.4,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Vollzeit (>=90%),Geschlecht - Total
0.5,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Vollzeit (>=90%),Mann
0.1,2008,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Vollzeit (>=90%),Frau
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Teilzeit (<90%),Geschlecht - Total
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Teilzeit (<90%),Mann
"""......""",2008,"Espace Mittelland (BE, FR, SO, NE, JU)",20001+ Franken,Teilzeit (<90%),Frau
6.3,2008,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.6,2008,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Beschäftigungsgrad - Total,Mann
11.6,2008,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Beschäftigungsgrad - Total,Frau
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Vollzeit (>=90%),Mann
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Vollzeit (>=90%),Frau
21.1,2008,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Teilzeit (<90%),Geschlecht - Total
23.8,2008,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Teilzeit (<90%),Mann
20.4,2008,"Nordwestschweiz (BS, BL, AG)",0-  1000 Franken,Teilzeit (<90%),Frau
6.1,2008,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
1.9,2008,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Mann
12.1,2008,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Beschäftigungsgrad - Total,Frau
0.1,2008,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Vollzeit (>=90%),Geschlecht - Total
"""......""",2008,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Vollzeit (>=90%),Mann
0.3,2008,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Vollzeit (>=90%),Frau
20.3,2008,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Teilzeit (<90%),Geschlecht - Total
17.1,2008,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Teilzeit (<90%),Mann
21.1,2008,"Nordwestschweiz (BS, BL, AG)",1001-  2000 Franken,Teilzeit (<90%),Frau
7.5,2008,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Geschlecht - Total
2.3,2008,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Mann
14.7,2008,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Beschäftigungsgrad - Total,Frau
1.5,2008,"Nordwestschweiz (BS, BL, AG)",2001-  3000 Franken,Vollzeit (>=90%),Geschlecht - Total
